stem,label
tau ya kak pas lg kosan kakak jakbar beli ayam geprek deket situ lwt,netral
,netral
laperrr bingittttttt milih milihnya jam nunggu nya setebgah jam tau gitu goreng naaget menit,negatif
gue nunggu duir refund banget anjir kemaren ngga tf gada duir gue bom refund goceng buyer,negatif
scroll grabfood gofood ujung ujung nyeduh popmie,negatif
gak,netral
tuh jelek bgt dah udh kali kena order gue drivernya yg banget lokasi masuk titik map salah gue inputnya bener nama alamat bener driver drivernya ngk pake app,negatif
mbak mcd yg viral gara layan nya senang video rame grup komunitas driver aplikasi order online mati driver nya numpuk banget sana crowded pokok,negatif
perak,negatif
dips saran makan siang yg,netral
driver ngeri buset barusan accept tibatiba udah kaya ngespawn rumah,negatif
murah gofood sen,negatif
siklus ngerjain laprak lembar tidur lembar ngewibudrakor bab self reward selesai auto pergi jerman,netral
nganter dua astaga iri btw aamiin moga dpt kerja doi nder,positif
for now free delivery voucher and tolak coins sikit,positif
mimin infoin mitra kemudi batal pesan pilih tombol beli pesan,positif
hi kak makasih ya masuk kait saran acu,positif
jam buka bingung nak beli apo,negatif
gunalaa jugak promo,positif
min bikin fitur cancel kalo restonya tutup ribet bgt kasi driver nya gada yg cancel,negatif
hai kak promo grabfood ya lupa klaim masuk voucher order mie gaco,positif
because i am always choosy nak bayar delivery even rm fpanda hati ala sfood dah tolak dah ni dah kali pegi all apps last sfood jugak kengkadang bosan mostly sbb voucher,netral
yg blg tulus eh skrg nganter d blg andmesh yg resto yaudahlah,positif
dear you have to fixed it soon order sen terima eh pas driver sampe resto tutup cancel ngga template guna no solution sampe,negatif
yg suka beli grabfood gofood lihat,netral
,netral
sedih org kabupaten pinggir blom pdhl byk bgt voucher event,negatif
kerja,netral
narik dr,netral
askrl gue kesel banget sen daritadi ngga nyampe bilang alamat gue ngga sesuai titik alamat udah gue pake sen apa udah selesain makan nya gue terima anjir,negatif
masak nasi jgn,negatif
yaallah samping nge gofood grabfoodshopeefood coba aja jasa bikin sim gratis,netral
lg error kali yak udh ga ngechat driver terang sending kasi klo nunjuk arah bapa driver pdhl udh clear cache reinstall,negatif
nonton tv rebah,netral
laper reflek buka lali ndek omah dadi mending turu,netral
rider foodpanda grabfood amp amik order pastu jumpa jalan rumah customer nak rungut rungut bebel location kt ws jumpa pasal nak merungutkalau dah leh nak kerjaduduk je rumah,negatif
jual gofoodgrabfoodshopeefood,netral
jarang yg pake grabfood gofood amp kayak bom,netral
order jam gin pas klik pesan lokasi restonya ngelewatin ringroad tt cancel gabisa udah bilang hati abang ajajsjsjsjk bismillah aman aza,negatif
temen yg suka tiao bahaya bgt,netral
plisss dilema banget reply aja cepat yaaa martabak asin martabak manis warmindo ken sen makan cuman bingung bangett cuman salah biar dapet diskon ugmfess,netral
ga masak mie pesan grabgoshopee gitu,netral
jgn hubgi lg anggap aja gk kenal pesan thnks,negatif
skrng pelit bgt promo ew,negatif
biar aktivitas nontonmu seru gak repot sen snacks lengkap nontonmu aja,positif
order by grabfoodyang nganterin pakai jaket foodhelmnya gojek indonesia bhinneka tunggal ika,netral
bete bgt udh gua nunggu jam abang nya bnr ga bs dihubungin anj,negatif
terus yg anter ganteng yallaaaa,positif
liat pu,positif
smi sukalang nggak sii,netral
gak ya,netral
hallo admin sore jam korban jahat driver hp jambret daerah bekas tambun utara desa satria jaya jalan kali busa ciriciri laku badan rompi motor vixion,negatif
knp pointcoffe ga hikss,negatif
i soal phone nak terima order from grab okay redmi note pro tu suggestion,netral
temenin ajak bagi cerita,netral
pikir habis sen udah laper banget sebenernya cuman nunggu ampe jam gada kabar driver telfon ga aktif udah hubung cs ngga nyambung driver,negatif
emg skrg mahal bgt w pake,positif
emang sih es teh ina promonya dikit potong rebu,negatif
darmaga ga kalo gass beli,netral
minta beli area mitra mitra merchant pes beli ya kak,netral
jajan,netral
mesen driver e konco kerjo bangkee wkwkwk,negatif
hai online yaa via datengnya kurleb jam hehe,negatif
ken mie gaco tp males beli kasi mas nya,netral
ket ndelok mang ndk,netral
gak sen total saldo spay,negatif
eh wkwkw,netral
nama resto go ya nder dm deh ken chinese nih hehe,netral
scroll makan bingung makan bolak buka grabfood bingung makan jam,negatif
motif kfc available ayam out of stock tutup jeeeeeeee,negatif
pasti kakak hasil klaim sesuai voucher diskon ya kak,positif
coba baik guna shopeeshopeefood,positif
boros org tuh makan beli gofood gaji bas puluh juta tabung,negatif
cek dm min,netral
makan gofood ama kek ngeledek gue beli jam jam malem,positif
udah ngantuk banget lapernya dikit pencet checkout,positif
bangun jam langsung mesen lontong isi ayam enak bgt aduh laper,positif
sen jam gin salah huft,netral
kalo emg tutup yauda close aja anjing warung nya gue udh order tolak order,negatif
pake deh kyknya,netral
seblak kaak luar jangkau kak hehe,negatif
heh gw cari makan eh searchnya kolom search produk shopeefoodnya,negatif
maxim ges isi libur bismillah yagesya mo daftar gojek dah ga nerima driver grab ha,netral
iyah jkt abng,positif
mnt lambat ngambil sen lobby trus semena mena nge banned,negatif
jadi tgl juni kmrn posisi sen confirm sen amanayin nelfon nomor suami,negatif
sumpah kali kecewa gegara ngambil sen akun mal,negatif
salah base udah tau pacar orang direspon goofod grab tinggal or,negatif
wkwk,positif
iya benerperasaan sen skrg jatuh mahal cm dikit ajabukan promo seh nama,negatif
dalah mesan makan diam eh abg e ngmg nyaring kek pke toak wkwkwkwk,negatif
abis sakit hati tolak jajan restonya tutup tibatiba,negatif
moga driver yg pickup gw,netral
gw engga bisaa sihh,negatif
sen kota provinsi hidup pinggir,negatif
pen tp abis ni awokwok,negatif
nih sihh ubah titiknyaaaaa,negatif
nih sihh ubah titiknyaaaaa,negatif
aneh gajelas,negatif
kadang tuh aneh dah kalo beli barang gak dapet gratis ongkir kalo beli rb,negatif
laper nih andai dateng rumah tbtb sopay aja gitu,netral
goda banget abis wo lgs buka gweh,netral
kwkwk padang seblack yol ga,netral
hi kak tika maaf pesan shopeepay kendala mimin info,negatif
wahh tuh kak yuk stay tune tweet gunain nya jugaa yg,positif
makan mamasakan curhat foto main hp gosip,netral
mo sen kopi lupa klo saldo dah kebel perintilan anabul,negatif
biaya layan bgt dah sampe goceng,negatif
enak trs ntr sen yg,netral
nak makan penat scroll foodpanda grab ughh,negatif
kopi nyugen man,netral
makan klo gofoodshopeefood ampun dehh udah pilih cuman yg enak,negatif
ohiya doi mas sekolah tp masyaalloh ajar yg nama kerja yg pdhl ortunya ga nyuruh,positif
kostan mixuenya gasss wkwkwkw,positif
mama mah aneh kemaren diisiin shopeepay ayang diomelin macem macem pas beliin makan pake shopeefoo,negatif
ye wehhhh laa order td tulis nak po kungfu panda,netral
iya td jdnya,positif
ga aa disanawkwk,netral
lupa nyetekin tombol rice cooker pas makan equivalent dg lupa pencet pay gofoodgrabfoodshopeefood,negatif
knpa susah bgt ya dapet voucher grabfood sm gofood udh gada lg,negatif
ordered pesan rider yg kat situ,negatif
okey kak dki gitu ya,netral
,netral
lapchick dekat dah gess,positif
haloo sen saran makan yg enak,netral
grabfood gofood amp menu ayam bang makan ayam bosan,netral
okay kak emang dom jakarta pakai jugaa,positif
beli beli chatime promo masukin voucher sedia harga promo k pas udah m,positif
sukabumi blm,negatif
coba masukin voucher gue beli gelas jatohnya k,positif
iyaa beli masukin voucher gue beli keitung k,positif
aihhh pending siiiyy chatnya driverpdhlkau nyuruh mas ngirim pas ujan reda aja,negatif
ya allahhhh badmood bgttt kek gtu yg gue,negatif
bangkrut dah mulu,negatif
kalo gak kaya uang cepet abis,negatif
order kt colonel burger kfc biol abg kfc ni bg nasi ketul,netral
temen sen gitu pake alamat sekolah pas event co barang ga liat,negatif
takut bangett habis sen gitu sen temen pas event kemaren ak,negatif
hahaha masuk kat shopping tu sena mostly i spend kat,netral
jd males pke skrg,negatif
tinggal daerah ga ku bermalasmalasan,netral
hapus tulis voucher gratis ongkir jumbo sulit beda merchant,negatif
braw nasi goreng enak mana yaa,netral
iyaakaann kek ujung nya mo aja,netral
stop nanyain slot diskon gak kerja ya cuman kerjaaaa,netral
pas mesan medan drivernya uang parkir pas bandung ga ua,negatif
beli grabfood pon jugak kedai die area masreca silap t,positif
serius gara gue bandung nge lupa ganti alaamt paket gue bandung,negatif
mesen km sopan gak ya kaya jauh tp ken,negatif
syuuudaaa kemaren gara sender foodfess bilang promonya selese rebu dapet chatime large pake,positif
bandar lampung coba ayam tulang lunak bunda vida cari aja alamat gojekshopee,netral
mls promo tp gk nganter rumah,negatif
iyaa bogor pake promo nya yg khusus guna gak salah,netral
daftar ituteh toko,netral
stock habis sedih,negatif
pgn mas mas lumayan nambah duit,positif
dear mimin sih ongkirnya mahal banget beli esteh indonesia yg graha ray,negatif
niat ken masak malem eh cabe rawit naik naudzubillah dah plg bener,negatif
bm dimsum tp ujannn ongkir shopeefoodgofood mahal kasi amang jugaa,negatif
awat secret recipes family mart,netral
cumak kimchinya tok an tp ya rugi ongkir wkwk,negatif
perdana pake manfaatin diskon,positif
jajan apaa ya,netral
daftar driver follow up pas ditanyain pwt batas,negatif
kalo rumah emang beli lumayan diskon wkwkwk,positif
tau driver klo narik dri pagi sampe malam bgt k hari klo minggu mngkn dah k,positif
ga keitung kali ngumpat sumpah pagi gabisa tidur tidur jam hp cas semalem ga,negatif
eh w sen kgk sampe sampe bapak ga ngebales chat w,negatif
ga murah ga si,negatif
hah apas nda mudeng helm hiu helm,netral
sih,netral
prtm kali pesan makan nie,positif
gt pake grab or aja,netral
hmm buka,positif
aja kali yaak,positif
festime beli mknn kt ni pikir sb dh order panda jimat sikit delivery shopeelt,positif
orang tangerang input alamat si terima alamat trus disave n,negatif
ntah eh blok d ni alam delivery blok cik ni kat pin location salah posl,negatif
jam scroll gak buah hasil,negatif
rl orderin orang gak ya kirim alamat orang pake akun gitu,netral
gue order ujan,negatif
gabisa chat kang nya sih,negatif
warung mang yg turut enak gak ya,negatif
beli udah gaenak promo nya dikit ongkirnya mending aplikasi ijo,negatif
udah jam milih makan siang pake,netral
gue beras tetep tt basicnya emg malas,negatif
drama makan siang liat makan nasi bakar tp bingung liat a udh sen,netral
lm yg jual voucher gofood,netral
try tengok skrg promo free dlvry dah wajib,positif
nak checkout pastu ain call nak makan smksksksksks,netral
lewat yuk pesan mcd dekat pesan mcdelivery aja menu sedia grabfood gofood,netral
aer putih,netral
ge dihurungkeun dibalapkeun eweuh oge,netral
driver maksud mbak driver kasih order,negatif
kawan rumah yg tau gak daftar merchant usaha syarat aja yesss thank u,netral
sampe jam scroll,negatif
hi kak mohon maafterkait km tdk voucher shopeefoodmimin saranin km sesuai dgn sampknya,netral
ken ngerasain pake gak,negatif
harap order lepas team lunch later,netral
nasi padang sukajadi sen nasi ayam bakarrendang plus,positif
suka murah,positif
ntar top up jg hidup butuh,positif
oalah pake tahoke deh makasih kak ahdan,positif
beli beli chatime promo masukin voucher sedia harga promo k pas udah ma,positif
mauuu min btw voucher ga dipake udh sesuai sampk,negatif
nitip ku pikir in kalo pas beli gofood kalo pake voucher gtu tuh,netral
udah gak andal,negatif
mimpi trabsurd gue tuh lgi kek kosan gt kn trus ttngga sblh gue kek ad hajat trus rame ya g,negatif
tpi asli i currently use more often bcz diskon dri grab,positif
faaakk salah ngambil orangmana ku bawa nasi babi cincang,negatif
ga sen goreng via yak,netral
heavy rain pagi pagi ni igt nk tempah panda,negatif
pagi a suka pake jg a,netral
welll mimpi datang bule cakep tp jd driver tp driver grab ajgg,positif
driver mas nek kesel leren ora nabrak pager e uwong,negatif
jd trs ngabantai tower gojek tau ceo nya chae jeonghyeop lawan lee jehoon,netral
mimpi sm gojek perang,negatif
nggaa kk,netral
mcd jahat enak,netral
random nak bgtau abg yg hantar takoyaki handsome jugek hahahah,positif
yukk wkwkw,positif
madiun sih,netral
nak sales ve,netral
guna jasa online grabfoodgofoodshopeefood tolong bisa fast respond bikin,netral
kwkwkw parah si,netral
banget random malem malem gak laper banget ken aja beli gimana turun bbnya,negatif
voucher k minimal pesan kaya besok beli richeese deh ga gacoankfc ga,positif
sakit jam gin ni,netral
gara ios sy hemat gabisa bayar sen,netral
order grab grab salah hantar order salah order lotus home delivery pm pm delayed,negatif
biaya lahan skrg k,negatif
ndaaaboleeeeh nder mending liat yuk makan enak jam seginiii mam cerita cerita dm,positif
adaa gapernah nyoba beli,negatif
neng bgtt sen makan dapet driver yg sopan bgtt,positif
mahal banget ya banding belah,negatif
males kost sen via nih,positif
laper yg enak jam gin yh,netral
bye bye biaya ongkir doluar budget,negatif
alamat lu ga sana gw kere banget pake gofud,netral
ketuk bun mam nih hehehe,netral
moga rejekinya tambah ya nder makasih udah juang btw daftarin gofoodgrabfoodshop,positif
peribahasa kantor kabar burung,positif
gila biaya layan nya nambah jd rb,negatif
ken ngunu ng ayang tp ng omah e ayang ganok gofood karo padalan ng kos gabut is,negatif
promo beli rb dipakein voucher lg ns,positif
promo nder trs dipakein voucher lg klo beli rb,positif
sate ayam for the rescue l,positif
semangat bm japchae tolong ygy,netral
iyaa woy cuman doank gue order mie gaco,positif
mahal,negatif
knp sih tmn w tau amp gofood liat comment review foto reviewnyaa knp,netral
gw alamat ga situ,netral
asli yah pake nomer yg pake shoopefood perfood an dah yng daftarin nomerku,negatif
mls bgt liat iklan cod sm,negatif
promo gofood ya allah lg ken gada promo pas ga ken limpah ruah,netral
loh gofood mekdi aja dede raya grabfood kayak deh coba aja perm,netral
loh gofood mekdi aja dede raya grabfood kayak deh coba aja,netral
co gak ya sih wkwwk ya,netral
semangat yaa nder moga lakuu coba pre order ajaa whatsapp sender daftarin,positif
akun w yg suspend gara pake voucher kirain dipake yaudah lebih,negatif
udah scroll grab pas check out ga tega rumah makan ntar mubazir terusss,netral
selesai makan order dtang langsung depok priok jam skarang tinggal lurusin kaki nih gel banget busettt,netral
ptutlah tunggu sampi sampaiaku top up je payment,netral
cek dm,netral
btw akun dah ya sept gw si t bikin akun grab,positif
sen maxim drivernya pake jaket grab helm gw pas lg pake masker souvenir dr gojek paket lengkap trip,netral
parkir ya pake pas banget aing dateng paksa salah sa,netral
eh dimanaaaa gofood grabfood,netral
anjir pdhl niat hemat tp boros jg pas liat diskon besok mam warteg aja,negatif
puyeeng mikirin greeb anjir temenin gua pusat nya,negatif
cari aja ka grabshopeefood makaroni ngehe makaroni rona,netral
apa k gw mahal butuh timbang pesan klo awa,negatif
papas masmas gojek,netral
jam milih gilir udah sen ngantukkenapasiii,negatif
bisaaa kak lgsung chat agen dibalikkin biaya masuk shopeepay,positif
sumpah makasih bgt yg nyiptain karna uang selamat bgt klo pake,positif
order tp tolak,negatif
gofoodshopeefood ga kak,netral
tolong tahan gabut ken kemarin habis makan nasi aja sempe,netral
inget ya promonya laku jam aplikasi buru set reminder,positif
voucher gofood grabfood minbel yaah yg via qris,positif
biaya layan nya mahal bgt sih anjir ribu,negatif
asli cuman ken tau biar depan hatihati transaksi ngasih tau temen soalny,negatif
nder drpd grab ama gojek,positif
daritadi buka pindah gofood kali jaman tp ga kebel gaada yg sregggh beli cemilan mager huft,negatif
saran shopeefoodgofood makan bareng keluarga nobar sore gin,netral
klo nasgor lancar barokah coba sapa tau cocok orang beda selera nasgor,netral
gasih hari aja stop kaya raya,netral
online bang tp tau ku ya bang tau ku udah gak lg,negatif
beli nasi goreng amp kwetiaw langsung warung habis k sore cek menu shope,positif
la orang mamai scroll grabfood foodpanda angkat dengan peras,negatif
umsfess info sewa akun daerah ums,netral
kembali beli pake,netral
yaallah gw ngakak bgt liat komenan nilai mo nang,positif
sahabat,positif
rugi btui beli goreng pisang hahahaha sejuk n tk sdp,negatif
ugmfess fapet milk cepet foodgrab mart gomart enak banget kalo sen situ,netral
bete banget wueueue sen makan pake ga nyampe area pdhal gue rumah hun,negatif
gapunya shopeepay,negatif
iyamau sen aja error mulu,negatif
goto ku gajajan,negatif
anjayyy w jg diomongin lg gila promo lansung integrasi ma akun gau,positif
asudah ambil order moga gacor pakai,positif
woi bs br cepetan gk lo buka lo gw beliiiiiiii astaga bgt buka dah jam ne,negatif
kali titik rumah bener,positif
nanya bang kalo daftar driver online kah,netral
iya sumpahhh mesti masalah dah plg bener pake goput emg,negatif
asli sebel bgt sm driver,negatif
kenal tani doyan sen hmmm malesin,netral
tau skrg flash sale nya jg,positif
usaha lawan hawa nafsu grabfood sm gofood,netral
min k ptongan k trgntu g toko,netral
duh sampe voucher blm dibenerin sakit hati sih ga ngelakuin curang diba,negatif
gofood kalo gak,netral
kaget ya s makan nasi ayam goreng perkedel jagung es lemon tea total rb tau gitu aja anjeng,negatif
abang ko item manis gituuuuu aaa sukaaaaaaaaa mas nya ga mampir kermh rara sih temenin rara aja harusnyaaaa,positif
ya allah tolong kembali diskon sd rb,positif
w remaja yg grabfood gofood gratis ongkir,positif
suka gofood ya aja gua mesen restoran antri ya,netral
enak gak nder kadoin temen yg kerjaa ah promo,netral
kali dah dikecewakn oder geprek sidai pastu kena cancel,negatif
mas nya lucu,positif
gue jam cek gofood grabfood ga tarik wkwkwkkwkw never ending saga as,negatif
bantu isi survey gais deadlinen malam kriteri domisili jakarta pakai ad,netral
bantu isi survey gais deadlinen malam kriteri domisili jakarta pakai fee k,netral
moost mending bkin ga an spay thr traktir orng,netral
sebel bgt dah driver yg sengaja lamain trs gmapsnya ga gerak kesel bgt,negatif
gila grab bs lbh murah ya dr gojek heran,netral
cm bantu isi survey gais deadlinen malam kriteri domisili jakarta pakai fee k,netral
nggak ya promo gofoodshopee makan jd bayar rb doang huft,netral
scroll yg laper bgt sampe dah ga laper lg,negatif
gratis ongkir sampe ribu tp dapet voucher hari,positif
harini cun mat,netral
susah nak cari makan kt hicom ni pening tengok grab dgn makan sorang rm ni,negatif
kalo gitu yuk sen kak promo hemat lho kak yuk cek aplikasi re,positif
tim grabfood gofood maaf loyal diskon situ kupence,netral
buy btw gaco deket rumah gofood sm nya pd tutup rame,negatif
ken beli ayam geprek ya allah kuat iman gue biar ngga mulu,netral
scroll fikir nak makan ambil utk kerja,netral
ness nasi padang mak acikk gaada sih,negatif
mas tas motor motor jg dipark,netral
bogor kab dramaga in a nutshell tukang parkir dimanamana ramah useful geprek ken dedes gt,positif
rutinitas isuk nek rhung sarap skrol menu ning nganti tekan an ujung e mulih ning omah madang ma,negatif
punten ga sih jasa beli makan barabateng gofood gofood mahal bgt skrg nya,negatif
teknologi gofood,positif
kabeh wes melu promo nang gofood grabfood trvaelokaeats yo podo sepi gak ono order seng lan,negatif
sarap beli shopeepay ku sisa ribu kali aja mimin nambahin,negatif
isiin shope pay biar sen sarap min,positif
lupa ganti nama korongmentah dateng makan orang bikin bingung dah,negatif
sad bangett sihh mending aja gaada saldo minjem kompor tetangga,positif
gw mesen baca sibuk mulu gila emng gaco,negatif
laper males gofood grabfood,positif
ka im maaf mas link paket yg rupiah yg sempet kemarin retweet lupa bookmark,netral
hayoo iki pasu kudu patroli kudu cekel klitih e,netral
dana sih kalo kalo spay iya ga goda co,netral
nderrr beli makan online beli warung ajaa online slealu pake promo pastiin ba,netral
nama kedai mamia sen,positif
kedai mamia sen,positif
beli wkwk,positif
driver tidur gabisa cancel makan gua ngga dateng ampe jem asli kesel banget,negatif
lumayan pas ngerantau gin hehe,positif
bakso pikul ga sih,negatif
bisa ngasih review resto lupa sensor alamat,netral
gerbang kost wktu gembok pager tbtb udh tua nyamperin nanyain ala,netral
bgt yg bs gapai area klipang,negatif
adaa kaya,positif
badmood eh dikirimin ayang senang halu,positif
jam scroll bingung order,negatif
nge mahal sih nipis banget saldo sana,negatif
wts vc disk maks k disk maks k disk maks k gratis ongkir k gratis ongkir jumbo k,positif
iklan sebentar diet coba deh beli salad info calorinya yg full,positif
dago margahayu tp kl margahayu gabisa dine in sih cuman grabgojekshopee,netral
request muka kayak ya,negatif
knp kek,netral
kalo bikin ga iphone pilih acak gimana sih w mulu ga dapet hp w dah,negatif
bandung jgn ujan jd batal x,negatif
warmindo aja kak,netral
sebenernya potong dikit tuh gapapa min beli boros yeee kalo jaja,netral
min request klo sen pas driver nya udah deket kasih notifikasi dongg kaya gojek,positif
je nama kedai angah char kuey teow shah alam cepat cuba sedap potong jari diyana,positif
ness pecel lele yg enak,netral
toko nama telurgulung tp menu nya gaada telor gulung tu mksdnya,negatif
gabut banget buka ujung jajan,negatif
night mootss suka sen gofoodgrabfoodshopeefood gaa,netral
garbfood tp ak mau promonya gede tp blm isi saldo,negatif
ni asyik assigning driver tp tk jumpa kali dh order kena cancel tk dpt match driver,negatif
dapat ojol pas liat mata gue bengkak nerima,netral
sen nitip krupuk tawarine punkshit,netral
minpenguna setia driver lumayan order keluarga,positif
biasa deh suka gada yg nyangkut drivernya lapaaaar,negatif
lg promo tp ya gimana yaaaa shopeepaynya kosong bro,negatif
nunggu kek nunggu doi pol,negatif
gpp gak klo ujan kt order,netral
mana abg ni dh dh tunggu ni japgi masuk toilet je loceng tetiba bunyi,negatif
bere hujan sok hese order teuing driver na embung huhujanan teuing aplikasi na nu jiga kurupuk teubisa kabaseuhan,negatif
ga nder nama apaa,netral
iseng nyari sate babi lumayan mahal luh harga,negatif
laper abang ngga ambil order ganti orang mulu,negatif
ih driver mulu,negatif
ak km gk belas kasih manusia lg yh bisabisanya potong cm ribu ak rindu km yg du,negatif
grab rangkap,netral
trsedia grab gojek ya kack,netral
si setang gamau buka mulu,negatif
yg matcha enaaaaaak bgt beli promo tp skrg udh gak produksiiiii hiks,negatif
sen ri laper,netral
hahahahahaku boros minggu kek setan jiwa gimana ga boros yh,netral
scroll scroll gofood grabfood gajadi beli,negatif
sen aja,positif
pake wkwk,positif
lucu bat liat driver nganter makan bawa anak sehat,positif
nama pindah turu aja wkwkwkwk jalanjalan jajan aja sore jajan d,netral
mas syopii ya riko mas mas,netral
wkwkwkwkwkkw,netral
hai kak maaf ya kait km voucher mimin info km ikut sampk nya ya kak,negatif
yaallah nangor gaada sih,negatif
hujan ken mam bakso pke kasi sm drivernya sen ga ya ndes,negatif
sen gatega drivernya lg hujan gede,negatif
tdi scroll gofoodgrabfoodshopeefood nemu yg enak,negatif
thanks to promo gw makan bakmie ayam geprek pake nasies teh abis rb,positif
main akun grab semangat,positif
inget ya promonya laku juni jam aplikasi yuk aktifin reminder biar ga,positif
gantung yg murah yg bnyk promo sih doyan grabfood wkwk,positif
duh ujan gua sen anjir kesi,negatif
gaco kporsi on the spot ya,positif
scroll gofood amp kerja scroll ujung gak beli hujan,negatif
si mapsnya suka aneh ga sih dr kemarin sen gak jalan jalan mulu tau tau sampe deoan rumah,negatif
mauuu bangettt banget pulang sekolah keujanan kaya nya enak in nih,positif
hi kak kait kendala pesan batal kendala sistem ya,negatif
au tinggal kampung yg jarang banget gojekgrabshopee susah banget anjir pesan ayam go,negatif
harihari milih bingung ngga rasa ujug uda magrib aja heuheu,netral
hahaha kadang lucu kalo beli makan online aplikasi dicekin gofood grabfood cari muraaa,positif
camne ni hidup yal gila cover free delivery pala,positif
mayan ngirit biar ga,netral
lg neduh halte liat abang pake jas ujan plastik udah robek gede,negatif
nak cancel order kena call call asyik respon,negatif
hai kak maaf ya kendala yg alami kait kendala ga voucher,negatif
fafa bantu tenangin ya love language fafa word of affirmation manja,netral
wfh makan hari x kadang nambah nasi lauk kalo pas wfo jam sore gin sen grabfood olahrag,netral
hi min nak report order ayam spicy daoat yg je mcm ni harap reply order kt,netral
nyoba ga hilang kak tau ga bole pakai voucher apa,positif
tau ngga deh kak yg beli nya aja,positif
wkwkwk nungguin orang banter nungguin paket ojol udah sisa tinggalin wkwkwk,positif
tanggal cantik jual amp gofood rame bursa saham serok aja,positif
in seblak aja,positif
semangat cari cuan mas grab halal,positif
kak followers kakak yg tau voucher khusus p,positif
amang nya suka ngga nyantol,negatif
share amp makan gratis bareng teman klik link dapat vouchernya,positif
gue kek pgn ngemil makan gtu niat sen eh udh scroll tuh bingung anjr b,negatif
standar gue kurleb minggu habis k kalo sen lauk hari k bu,negatif
go aja nder mager antri klo antri makan siang aja,positif
malu bgt mas pake jaket oranye kira udh kusamperin salah oranggg shopeefoodnya jauhhh dr kos,negatif
first time mesen makan bgt ah mesen kfc doang jam,negatif
sen ko alamat beda banget,negatif
suka nakk komen niaga tu je tapiiii nak cakap sikit harga mahal isi,negatif
pempek ayam geprek ya,netral
bismillahhh hai kakk wishlist tuh ken jajan shopeefoodsoalnya kl pke shopeepay diskonn kakkk,positif
stress nder kalo boros tuh gantung mood tingkat stress sih,netral
beli makan pake nggak saldo menang jajan pake,negatif
banget belik pake discountnya bikin cintaaaa,positif
d rb tuh menu jdi makan siang makn mlm jdi lbh murah rb,positif
rban warteg rban beda rb yg hasil tengah sih asa haha,netral
ya allah laper banget kurir ngantri,negatif
makasih masuk ges milih,positif
hi kak maaf kendala kait kendala pakai voucher kendala,negatif
error nggak sih,negatif
warteg mahal ya banding dgn beli makn pke voucher minimal bela,positif
buka jam ampe jam gin nemu,negatif
gratis ongkirnya rb nggak pakai baca berulangulang sampk nya udah sesu,negatif
wkwkwk emang suka gitu kadang ilang grab yg always avail tuh tp tutup,netral
hi ka maaf ya utk kendala tdk bs voucher saranin km dpt coba update app dl ya ka,negatif
voucher ga dipake gimana nihhh,negatif
gak dipake kakaaaak tolong betulin lapar,negatif
ngerasa php prank promo nya,negatif
share amp makan gratis bareng teman klik link dapat vouchernya,positif
kl selagi blm dpt kerja ya yg dl drpd ngga hasil cwokku kuliah tp ngga sesuai h,positif
min vc gabisa pakai,negatif
lahh kalo gitu vouchernya cepetcepetan co ya pikir kalo cepetcepetan klaim aja,netral
ness knp vocer gabisa dipake ya,negatif
semenjak selesai pusa mahal hidup rebu minggu fak,negatif
buset milih makan bingung,negatif
ketemu kurir bonceng orang aneh order,negatif
maaf voucher gabisa dipake tolong tim qa engineer nya cek,negatif
harap ajak ngedate bareng reply tweet ya lupa kunjung outlet,netral
iya ya,netral
gabisa dipake vouchernya,negatif
voucher shopefood yg ga dipake udah penuh sk,negatif
inget bu rumah makanrestoran fast foodjunkfoodgofoodgrabfoodshopeefooddrive thru terima,negatif
klaim voucher diskon ya,positif
gojek pake helm,netral
vouchernya gabisa dipake udah sesuai sampk minimal beli tanda udah tap,negatif
nitip ga pake,negatif
iy bg jugaa,netral
hi kak mohon maaf kait km tdk voucher tdk kendala pd sistem,negatif
syarat ss lengkap,netral
emng mahal banget ongkirnya,negatif
hallo min adu hasil ya perihal tari dana masuk atm,negatif
gak pake vc nya min,negatif
voucher klaim jam pas udah klaim gak pakai ya,negatif
wkwk geodesi kayak,netral
min gabisa dipake anjir wkwk,negatif
ahh gak dipake vc nya udh sesuai sampk,negatif
titip case nya,netral
min vouchernya gabisa gimana sih pdhl udah sesuai sampk,negatif
gak pake grab,netral
voucher gabisa dipake nihh sesuai sampk,negatif
vouchernya gabisa dipake udah sesuai sampk area jogja,negatif
sen grab go kayak pokok enak banget,positif
ga biasa nih,negatif
weh better gila kena sidai driver discount letak more than coupons mantap gila,positif
ngga pake,negatif
ss keranjang ya yg quote beliin,netral
daerah blm gofood sm,negatif
ken daerah gak gofood,negatif
voucher gabisa dipake dahh,negatif
yg gofood in,positif
promo guna say,positif
promo guna say,positif
adu abang ni dok sesat pulak,negatif
lumayan pelit bgt,negatif
voucher kl kiw kiw,negatif
aja eh mama be like nabunggg ketemu baiben ketemu dew nanon nabungggg janga,negatif
knp gak yg ambil orderankuuu gak makan taaa,negatif
yuk yuk diskon sampe nanges,positif
tweet kalo promo tweet kalo gratis ongkir puas,positif
tetangga gue pke jket grab helm,netral
promonyaaa sikitt bgtt anjir,negatif
gimana shopeefoodies ngiler banget sih tunggu lamalama cus order makan favorit artis,positif
gimana shopeefoodies ngiler banget sih tunggu lamalama cus order makan favorit artis,positif
gimana shopeefoodies ngiler banget sih tunggu lamalama cus order makan favorit artis,positif
